3,1,0,0,105.8865,26.26384,1460,0,0,0
3,2,1,1,105.8866,26.26385,1460,0,0,0
3,3,2,2,105.8867,26.26386,1460,0,0,0
3,4,3,3,105.8868,26.26387,1460,0,0,0
3,5,4,4,105.8869,26.26388,1460,0,0,0
3,6,5,5,105.887,26.26389,1460,0,0,0
3,7,6,6,105.8871,26.2639,1460,0,0,0
3,8,7,7,105.8872,26.26391,1460,0,0,0
3,9,8,8,105.8873,26.26392,1460,0,0,0
3,10,9,9,105.8874,26.26393,1460,0,0,0
3,11,10,10,105.8875,26.26394,1460,0,0,0
3,12,11,11,105.8876,26.26395,1460,0,0,0
3,13,12,12,105.8877,26.26396,1460,0,0,0
3,14,13,13,105.8878,26.26397,1460,0,0,0
3,15,14,14,105.8879,26.26398,1460,0,0,0
3,16,15,15,105.888,26.26399,1460,0,0,0
3,17,16,16,105.8881,26.264,1460,0,0,0
3,18,17,17,105.8882,26.26401,1460,0,0,0
3,19,18,18,105.8883,26.26402,1460,0,0,0
3,20,19,19,105.8884,26.26403,1460,0,0,0
3,21,20,20,105.8885,26.26404,1460,0,0,0
3,22,21,21,105.8886,26.26405,1460,0,0,0
